"EA-Type"	"EA-Package"	"EA-Name"	"EA-GUID"	"EA-Parent"	"EA-Domain"	"EA-Domain-GUID"	"EA-Range"	"ap-label-nl"	"ap-definition-nl"	"ap-usageNote-nl"	"ap-codelist"	"external term"	"namespace"	"localname"	"type"	"domain"	"range"	"parent"	"min card"	"max card"
"Package"	""	"OSLO³_applicatieprofiel_Toestemming"	"{CA1F7EBB-A924-4505-B2D6-27A708571824}"	""	""	""	""	""	""	""	""	""	"http://data.vlaanderen.be/ns/"	"toestemming"	"http://www.w3.org/2002/07/owl#Ontology"	""	""	""	""	""
"ENUMERATION"	"OSLO³_applicatieprofiel_Toestemming"	"Toestemmingsvraag"	"{A13E8596-6B11-4822-B8D2-901256AB22F6}"	""	""	""	""	""	"TODO"	""	""	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO³_applicatieprofiel_Toestemming"	"Notificatiecategorie"	"{FEA77F3A-9AF1-4b89-99F6-F65CDAC67AB0}"	""	""	""	""	"NotificatieCategorie"	"De categorie van de notificatie"	""	""	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO³_applicatieprofiel_Toestemming"	"ContactvoorkeurDescriptor"	"{6E0A744F-9632-4cf5-87CB-E054637EC636}"	"ToestemmingDescriptor"	""	""	""	"Contactvoorkeur Descriptor"	"De blauwdruk van een contactvoorkeur zoals geconfigureerd door de data controller. Omvat de contact kanalen langs waar eindgebruikers communicatie of notificaties kunnen ontvangen."	"ContactvoorkeurDescriptor is een subklasse van <a href=""#ToestemmingDescriptor"">ToestemmingDescriptor"	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"ContactvoorkeurDescriptor"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/toestemming#ToestemmingDescriptor"	""	""
"CLASS"	"OSLO³_applicatieprofiel_Toestemming"	"ToestemmingDescriptor"	"{5AF81980-9BE3-4618-B9B0-72444E59BFF5}"	""	""	""	""	"Toestemming Descriptor"	"De blauwdruk van een toestemming zoals geconfigureerd door de data controller. Omvat o.a. informatie over de databron en data processor."	""	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"ToestemmingDescriptor"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO³_applicatieprofiel_Toestemming"	"Contactfrequentie"	"{3EDA5B33-C9D0-4390-ACB5-38111D3F2C0C}"	""	""	""	""	""	"TODO"	""	""	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO³_applicatieprofiel_Toestemming"	"Contactkanaal"	"{F3350308-0D57-4076-90CF-46D4E75212F3}"	""	""	""	""	"Notificatiekanaal"	"Het technisch medium waarlangs het notificatie wordt verzonden."	""	""	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO³_applicatieprofiel_Toestemming"	"Contactvoorkeur"	"{E7D9214B-DB38-4588-9B81-851A82455C27}"	"Toestemming"	""	""	""	"Contactvoorkeur"	"Een expliciete toestemming voor het bijhouden en gebruiken van contactgegevens,gegeven door een bepaalde Agent die het onderwerp vormt van de contactgegevens of hiervoor bevoegd is."	"Contactvoorkeur is een subklasse van <a href=""#Toestemming"">Toestemming"	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"Contactvoorkeur"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/toestemming#Toestemming"	""	""
"CLASS"	"OSLO³_applicatieprofiel_Toestemming"	"PubliekeDienstverlening"	"{B02C0ECD-84D2-4777-836E-2CC1BFDBECC9}"	""	""	""	""	"Publieke Dienstverlening"	"Een Publieke Dienstverlening is een geheel van verplichte of optioneel uitgevoerde of uitvoerbare acties door of in naam van een publieke organisatie. De dienstverlening is ten bate van een individu, een bedrijf, een andere publieke organisatie of groepen hiervan."	"De dienstverlening vormt een aanbod (dat dus niet noodzakelijk wordt gebruikt). Ze houdt niet noodzakelijk het opnemen van een recht in,de dienstverlening kan de gebruiker ook toelaten een verplichting te vervullen."	""	"true"	"http://purl.org/vocab/cpsv#"	"PublicService"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO³_applicatieprofiel_Toestemming"	"Organisatie"	"{34493CA9-E2A2-4307-9ABA-6D569F98D52B}"	"Agent"	""	""	""	"Organisatie"	"Een aantal mensen georganiseerd in een gemeenschap of andere sociale, commerciële of politieke structuur. De groep heeft een gemeenschappelijk doel of bestaanreden die de individuele leden ervan overstijgt en kan handelen als Agent. Een organisatie heeft dikwijls een hiërarchische structuur."	""	""	"true"	"http://www.w3.org/ns/org#"	"Organization"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://purl.org/dc/terms/Agent"	""	""
"CLASS"	"OSLO³_applicatieprofiel_Toestemming"	"PubliekeOrganisatie"	"{0CCDDC9E-5E12-4e3f-9990-2B11FB2A1A2F}"	"Organisatie"	""	""	""	"Publieke Organisatie"	"Een Organisatie die volgens een wettelijk kader behoort tot de publieke sector,ongeacht het bestuursniveau waarop dat kader van kracht is."	"De overheids- en semioverheidsorganisaties die tot men zo tot de publieke sector kan rekenen worden in Europese richtlijn 2003/98/EG ""openbaar lichaam"" genoemd en gedefinieerd als: ""de staat, zijn territoriale lichamen, publiekrechtelijke instellingen, en verenigingen gevormd door een of meer van deze lichamen of een of meer van deze publiekrechtelijke instellingen"". En onder een publiekrechtelijke instelling verstaat men "" iedere instelling die a) is opgericht met het specifieke doel te voorzien in behoeften van algemeen belang die niet van industriële of commerciële aard zijn, en b) rechtspersoonlijkheid heeft, en c) waarvan hetzij de activiteiten in hoofdzaak door de staat of zijn territoriale lichamen of andere publiekrechtelijke instellingen worden gefinancierd, hetzij het beheer is onderworpen aan toezicht door deze laatste, hetzij de leden van het bestuursorgaan, het leidinggevend orgaan of het toezichthoudend orgaan voor meer dan de helft door de staat, zijn territoriale lichamen of andere publiekrechtelijke instellingen zijn aangewezen."".
"	""	"true"	"http://data.europa.eu/m8g/"	"PublicOrganisation"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://www.w3.org/ns/org#Organization"	""	""
"CLASS"	"OSLO³_applicatieprofiel_Toestemming"	"Agent"	"{98A31021-1C64-438e-9BD2-091638C090E7}"	""	""	""	""	"Agent"	"Iemand die of iets dat kan handelen of een effect kan teweeg brengen."	"De agent is de data subject van de Toestemming. De Agent vertegenwoordig de natuurlijk persoon, persoon in een bepaalde hoedanigheid of de organisatie die uitdrukkelijk toestemming verleend."	""	"true"	"http://purl.org/dc/terms/"	"Agent"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO³_applicatieprofiel_Toestemming"	"ToestemmingStatus"	"{04DD4D73-281B-4cad-A8E7-8E9DC87F212C}"	""	""	""	""	""	"TODO"	""	""	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO³_applicatieprofiel_Toestemming"	"Toestemming"	"{C774F107-03B1-442a-8195-EE08B34DD747}"	""	""	""	""	"Toestemming"	"Een expliciete toestemming,gegeven door een bepaalde Agent die het onderwerp vormt van de persoonlijke informatie."	""	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"Toestemming"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"connector"	""	"descriptor"	"{20188C1C-2EAC-47e1-B623-2B448FA556D1}"	""	"Toestemming"	"{C774F107-03B1-442a-8195-EE08B34DD747}"	"ToestemmingDescriptor"	"descriptor"	"Verwijzing naar de ToestemmingDescriptor die de blauwdruk vormt voor de toestemming."	""	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"descriptor"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/toestemming#Toestemming"	"http://data.vlaanderen.be/ns/toestemming#ToestemmingDescriptor"	""	"1"	"1"
"connector"	""	"databron"	"{4731B07F-D286-40ca-BE6D-DF497A7FCBC8}"	""	"ToestemmingDescriptor"	"{5AF81980-9BE3-4618-B9B0-72444E59BFF5}"	"PubliekeOrganisatie"	"databron"	"De entiteit die de technische beheerder is van de persoonlijke informatie."	""	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"databron"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/toestemming#ToestemmingDescriptor"	"http://data.europa.eu/m8g/PublicOrganisation"	""	"0"	"1"
"connector"	""	"dataSubject"	"{8F55E5C8-87D8-409b-A6D2-7FBDE3552AA3}"	""	"Toestemming"	"{C774F107-03B1-442a-8195-EE08B34DD747}"	"Agent"	"data subject"	"Verwijst naar de Agent die het onderwerp vormt van de persoonlijke informatie waarvoor toestemming verleend werd."	""	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"dataSubject"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/toestemming#Toestemming"	"http://purl.org/dc/terms/Agent"	""	"1"	"1"
"connector"	""	"dataController"	"{B738157C-7DB4-4e9e-908A-1AF7EE8C8DDB}"	""	"ToestemmingDescriptor"	"{5AF81980-9BE3-4618-B9B0-72444E59BFF5}"	"PubliekeOrganisatie"	"data controller"	"De entiteit die beslist over het doel, de voorwaarden en de manier waarop persoonlijke informatie verwerkt wordt."	""	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"dataController"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/toestemming#ToestemmingDescriptor"	"http://data.europa.eu/m8g/PublicOrganisation"	""	"1"	"1"
"connector"	""	"dataProcessor"	"{211F87B6-6250-43d0-8532-12C9AACF9A3A}"	""	"ToestemmingDescriptor"	"{5AF81980-9BE3-4618-B9B0-72444E59BFF5}"	"Organisatie"	"data processor"	"De entiteit die persoonlijke informatie verwerkt namens de data controller."	""	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"dataProcessor"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/toestemming#ToestemmingDescriptor"	"http://www.w3.org/ns/org#Organization"	""	"1"	"*"
"connector"	""	"isGerelateerdMet"	"{AE9E3EA1-70EB-4307-AC30-EC09147873B1}"	""	"ToestemmingDescriptor"	"{5AF81980-9BE3-4618-B9B0-72444E59BFF5}"	"PubliekeDienstverlening"	"is gerelateerd met"	"De Publieke Dienstverlening waarbinnen de toestemming kadert."	""	""	"true"	"http://purl.org/dc/terms/"	"relation"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/toestemming#ToestemmingDescriptor"	"http://purl.org/vocab/cpsv#PublicService"	""	"0"	"1"
"attribute"	"OSLO³_applicatieprofiel_Toestemming"	"contactkanaal"	"{1787A7AB-F1C1-4d69-91AC-B3B6B2DEE5C0}"	""	"ContactvoorkeurDescriptor"	"{6E0A744F-9632-4cf5-87CB-E054637EC636}"	"Contactkanaal"	"contactkanaal"	"Het kanaal of medium langs waar een gebruiker gecontacteerd kan worden. Bijvoorbeeld sms of e-mail."	""	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"contactkanaal"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/toestemming#ContactvoorkeurDescriptor"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"*"
"attribute"	"OSLO³_applicatieprofiel_Toestemming"	"label"	"{E39C4A59-C086-47fe-AC83-B7F3229F33FD}"	""	"ToestemmingDescriptor"	"{5AF81980-9BE3-4618-B9B0-72444E59BFF5}"	"String"	"label"	"Een label voor de ToestemmingDescriptor."	""	""	"true"	"http://www.w3.org/2000/01/rdf-schema#"	"label"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.vlaanderen.be/ns/toestemming#ToestemmingDescriptor"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"OSLO³_applicatieprofiel_Toestemming"	"toestemmingsvraag"	"{65BA5D39-75B4-4a4e-BA6A-F53E104875CB}"	""	"ToestemmingDescriptor"	"{5AF81980-9BE3-4618-B9B0-72444E59BFF5}"	"Toestemmingsvraag"	"toestemmingsvraag"	"De vraag die gesteld wordt aan gebruikers om hun toestemming te verlenen."	""	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"toestemmingsvraag"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/toestemming#ToestemmingDescriptor"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"OSLO³_applicatieprofiel_Toestemming"	"contactkanaal"	"{0D570EAC-79D0-4d9a-873F-BB6ACAE8A97F}"	""	"Contactvoorkeur"	"{E7D9214B-DB38-4588-9B81-851A82455C27}"	"Contactkanaal"	"contactkanaal"	"Het kanaal of medium langs waar een gebruiker gecontacteerd kan worden. Bijvoorbeeld sms of e-mail."	"Het contactkanaal is één van de contactkanalen die door de data controller werd geconfigureerd in de ContactvoorkeurDescriptor."	""	"false"	"http://data.vlaanderen.be/ns/toestemming#"	"contactkanaal"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://www.w3.org/2000/01/rdf-schema#Resource"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"OSLO³_applicatieprofiel_Toestemming"	"email"	"{C3C2CCBE-81F3-41c3-AD7C-51481AF807A6}"	""	"Contactvoorkeur"	"{E7D9214B-DB38-4588-9B81-851A82455C27}"	"String"	"email"	"Het e-mail adres waarvoor de Agent toestemming verleende om gecontacteerd te worden. "	"Per contactvoorkeur kan één e-mail adres of telefoonnummer worden bijgehouden."	""	"true"	"http://schema.org/"	"email"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.vlaanderen.be/ns/toestemming#Contactvoorkeur"	"http://www.w3.org/2001/XMLSchema#string"	""	"0"	"1"
