"EA-Type"	"EA-Package"	"EA-Name"	"EA-GUID"	"EA-Parent"	"EA-Domain"	"EA-Domain-GUID"	"EA-Range"	"ap-label-nl"	"ap-definition-nl"	"ap-usageNote-nl"	"ap-codelist"	"external term"	"namespace"	"localname"	"type"	"domain"	"range"	"parent"	"min card"	"max card"
"Package"	""	"BegroeidVoorkomen"	"{33028F34-3E92-4892-9018-78F017886236}"	""	""	""	""	""	""	""	""	""	"http://data.vlaanderen.be/ns/"	"vegetatie"	"http://www.w3.org/2002/07/owl#Ontology"	""	""	""	""	""
"CLASS"	"BegroeidVoorkomen"	"LageHoutachtigen"	"{3DCD7E4E-1F91-40d7-8E15-25383F06E8C7}"	"BegroeidVoorkomen"	""	""	""	"Lage houtachtigen"	"Beplanting van houtige gewassen die struikvormend zijn en die al dan niet een gesloten geheel vormen. Het accent ligt op de sierwaarde, de beplanting kan uit één soort of uit meerdere soorten bestaan. Er kan een houtachtige of kruidachtige onderbegroeiing aanwezig zijn. Het oppervlak met struikachtige gewassen is meer dan 50% van de totale oppervlakte van het terreindeel."	""	""	"false"	"http://data.vlaanderen.be/ns/vegetatie#"	"LageHoutachtigen"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/vegetatie#BegroeidVoorkomen"	""	""
"CLASS"	"BegroeidVoorkomen"	"BegroeidVoorkomen"	"{7265F46D-BC35-448a-983F-044380912A0F}"	"TerreinVoorkomen"	""	""	""	"Begroeid Voorkomen"	"TODO"	""	""	"false"	"http://data.vlaanderen.be/ns/vegetatie#"	"BegroeidVoorkomen"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/openbaardomein#TerreinVoorkomen"	""	""
"CLASS"	"BegroeidVoorkomen"	"Bomen"	"{074FE41F-C6B4-4a4c-8486-EF776AAA8493}"	"BegroeidVoorkomen"	""	""	""	"Bomen"	"Opgaande beplanting van houtachtige gewassen die boomvormend  zijn."	"Bron definitie: vrij naar CROW in Gegevenscatalogus IMGeo 2.1.1 (definitie BOSPLANTSOEN)"	""	"false"	"http://data.vlaanderen.be/ns/vegetatie#"	"Bomen"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/vegetatie#BegroeidVoorkomen"	""	""
"CLASS"	"BegroeidVoorkomen"	"Grasachtigen"	"{598EB11A-5E09-4a1a-94C8-9EDE9034D784}"	"BegroeidVoorkomen"	""	""	""	"Grasachtig"	"Begroeiingen die overheersend bestaat uit grassen (behorende tot de Grassenfamilie, Poaceae)."	""	""	"false"	"http://data.vlaanderen.be/ns/vegetatie#"	"Grasachtigen"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/vegetatie#BegroeidVoorkomen"	""	""
"CLASS"	"BegroeidVoorkomen"	"OverigeBegroeiing"	"{EBAEC9C2-C47D-466d-94C6-B40890924FF3}"	"BegroeidVoorkomen"	""	""	""	"Overige begroeiing"	"TODO"	""	""	"false"	"http://data.vlaanderen.be/ns/vegetatie#"	"OverigeBegroeiing"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/vegetatie#BegroeidVoorkomen"	""	""
"CLASS"	"BegroeidVoorkomen"	"Kruidachtigen"	"{318B5EC1-F425-4a7b-8852-9D8F384DC79F}"	"BegroeidVoorkomen"	""	""	""	"Planten"	"Algemene groep van begroeiingstypes, waarbij de aard van de samenstelling van de planten bepalend is voor het uitzicht en het beheer."	""	""	"false"	"http://data.vlaanderen.be/ns/vegetatie#"	"Kruidachtigen"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/vegetatie#BegroeidVoorkomen"	""	""
"CLASS"	"BegroeidVoorkomen"	"Bloemenweide"	"{C44B766E-87D9-4e34-B6B1-C2CED620440F}"	"Grasachtigen"	""	""	""	"Bloemenweide"	"Grasland dat is ingezaaid met wilde- of half wilde soorten"	""	""	"false"	"http://data.vlaanderen.be/ns/vegetatie#"	"Bloemenweide"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/vegetatie#Grasachtigen"	""	""
"CLASS"	"BegroeidVoorkomen"	"Gazon"	"{0757B884-B80B-4150-9EB2-6B1695BCCE19}"	"Grasachtigen"	""	""	""	"Gazon"	"Grasland zonder bloeiende grassen noch planten, gekenmerkt door een monotoon groen uiterlijk, lage soortendiversiteit en een kort vegetatiedek (enkele centimers hoogte) Een gazon wordt in stand gehouden door een intensief beheer (hoge maaifrequentie)"	""	""	"false"	"http://data.vlaanderen.be/ns/vegetatie#"	"Gazon"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/vegetatie#Grasachtigen"	""	""
"CLASS"	"BegroeidVoorkomen"	"Grasdals"	"{39EEBEFF-E296-4a41-8EE1-68B0634B454E}"	"Grasachtigen"	""	""	""	"Grasdals"	"Gras- en kruidachtig vegetatietype dat voorzien is van een rastervormig kunststof verstevigingsmateriaal en bedoeld om de bodem te verstevigen."	"Ook gekend onder de term 'grasbetontegel', NOTE cf. GRB-skeletaanvulling detail: WSV1003: grasdal"	""	"false"	"http://data.vlaanderen.be/ns/vegetatie#"	"Grasdals"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.vlaanderen.be/ns/vegetatie#Grasachtigen"	""	""
